" ",transaction_id,product_id,category,unit_price,quantity,total,timestamp
26,d332a9ba-9013-41f7-93ad-6aff6920d0ca,b186d91a-fc37-4e45-8961-324f7f5e28bc,fruit,4.25,3,12.75,2023-01-09 00:51:11
27,fcd3afc1-ff51-40be-9147-03f0a5edfa6c,38e3958d-a7d6-43bf-bc43-3b432de16ce5,fruit,1.96,3,5.88,2023-07-15 17:50:01
28,0cd101ab-dc3c-44e9-b4a1-0ae3945869a7,2ffc68bf-0f3e-472d-a1f7-3b772daa129d,fruit,1.09,5,5.45,2023-11-16 14:34:53
29,b8e0898a-37ca-4424-bbef-b01d2b94201d,e78a9332-9dbe-4d49-80c2-c7df934c5c5d,fruit,2.58,1,2.58,2018-11-20 15:25:29
30,d6c0bde6-99e5-4bd3-bf6d-56559128de8f,f11ec179-f8c4-41f5-9da5-456368a9c870,fruit,1.19,1,1.19,2015-06-16 16:47:05
31,99d1c2a3-a414-4f7c-9bc7-9d3621581d7f,8c2d0a47-507c-4f3c-a134-e98dca68ba5f,fruit,3.29,3,9.870000000000001,2020-05-02 09:32:31
32,bbf81214-401c-4557-9d17-6ebaf3ceb58c,0571b554-87c7-45d4-8a7e-968ba5296968,fruit,3.52,3,10.56,2019-06-22 18:16:56
33,87091aa2-51e9-48a2-bf04-e8753c4e0cc2,65ade983-0d3a-416f-94ad-54fc41ba67e9,fruit,4.14,2,8.28,2018-04-10 06:55:45
34,3ea62b75-b0bd-4e93-adb1-40d2a3fef1df,df5145ae-0e10-42df-b4f9-673692a69db1,fruit,2.55,5,12.75,2023-01-03 17:16:30
35,c04ca0aa-f9f4-4f79-8b99-997368bdabef,74c73cfb-0f40-4430-8436-28f80bb7487f,fruit,3.51,4,14.04,2013-08-08 11:15:46
36,faf35038-460d-4462-aad3-79d1dfa663f4,88e4ed6e-a51f-426b-92b1-2746e6e4951b,fruit,3.11,1,3.11,2017-07-24 18:07:36
37,06980e65-69d5-4d75-abe5-d7cdab246596,fbbc4c7a-1230-43ab-8ed5-632954c616fa,fruit,3.07,1,3.07,2021-08-13 00:47:38
38,21313f0b-ca52-40f6-9ffa-8757de3efa52,7772c2b7-975b-498c-8d26-100f7795d3de,fruit,1.45,2,2.9,2012-12-15 23:45:58
39,08c7d947-9231-49c1-bab6-2a2fc5f459aa,d131976c-7606-43e3-93e6-b4d610021ee2,fruit,3.74,2,7.48,2018-01-19 05:57:06
40,932ed02b-c22b-4a8c-a1fe-41c8986efafc,ea54fff2-d8b9-475a-83a6-da470c946181,fruit,3.75,1,3.75,2012-07-17 12:51:44
41,5df940cf-9f67-4fe0-ae0f-0db553a31470,884cd419-587d-45c4-919a-1c0bb576fceb,fruit,2.38,4,9.52,2019-08-24 07:07:37
42,0fb5e238-818f-449a-a06e-f4a40042873f,58fd2531-ce8f-478d-ba9f-c3bd0142fc8c,fruit,3.43,2,6.86,2014-08-12 16:46:14
43,da36fa1d-b046-4273-a905-fd712a9e3997,93cd46c9-28ea-43eb-bc00-00a096ed7a77,fruit,4.75,2,9.5,2017-08-10 00:23:10
44,30f6e130-d3a7-4bc2-8016-acc5a1a97bce,314116f5-0bc1-463b-997f-1f8b2bb8be88,fruit,2.89,1,2.89,2018-07-14 01:43:24
45,9a3b7e49-e3b7-4ab7-8e2a-0222d0e6ea19,1829ecd7-cf6a-4bdc-8efd-5b6b9a3d41ba,fruit,3.53,2,7.06,2018-02-07 16:24:22
46,d21ea12f-ab02-4d83-908c-f87cae593027,412e0384-0ccf-490a-afe8-ace0a62571e6,fruit,1.63,3,4.89,2021-06-20 02:05:40
47,5a376901-28de-41b5-9362-07e75e8b1dfe,7b98b078-64df-4550-8dd9-b9cee1ccafc5,fruit,1.61,1,1.61,2015-07-13 20:42:17
48,a19f8e72-4333-488b-80ef-4d3004fe4871,d1e2cf19-f187-423c-8519-e77ce390e4e7,fruit,3.72,4,14.88,2014-10-08 22:33:22
49,3fb56c09-9854-4d7a-9c97-9800d165ffd5,85d0ae99-6709-4355-8958-007d420de0e8,fruit,2.8,2,5.6,2016-07-09 04:53:55
50,322be4c2-2e64-4791-ac72-f8a200c4a8bb,74378090-b74a-443c-b24e-68e4ca8105d2,fruit,4.51,1,4.51,2023-04-16 18:32:56
51,247f7377-5b5a-4cc7-a1d4-4bb9d633534d,1a820f74-a85b-477c-a3c1-e5295a87a555,fruit,2.96,4,11.84,2010-11-11 15:11:11
52,507252e1-75d2-4317-bb96-f16ae6eff037,0e970141-2e31-4036-8981-f03e657d278f,fruit,1.91,1,1.91,2022-09-30 21:30:07
53,191d72f8-3bca-40c9-b857-d7c753181517,5bacead3-cc24-4486-b024-1828c87bbd01,fruit,2.53,3,7.59,2013-10-24 14:01:37
54,13538a9a-b4d5-494f-8aa5-309739d980d7,19b55c7e-9766-4a88-803b-ce10ee1334ed,fruit,4.34,4,17.36,2016-04-25 20:50:36
55,47123dad-ce3a-4233-94e7-3df43a968209,2d3ca2a6-5ad1-4cce-b9d1-fa0bbd6246e4,fruit,1.86,5,9.3,2013-10-27 14:03:00
56,1fde16e6-c8c9-482d-887a-379dd7c5cb24,a7381646-d5d3-43ae-a732-8204d1f8593d,fruit,3.92,5,19.6,2022-10-31 04:52:43
57,b7cbba32-85bd-4969-a8af-57373cb91ef1,08bb250c-511c-4378-9c0f-15c0b02fcf69,fruit,1.94,2,3.88,2010-10-10 05:12:23
58,58b3d96b-e9b8-4629-96f1-80d905a328a0,ea785a05-e8c5-4eb9-8d32-e92c9f316b25,fruit,2.35,2,4.7,2018-10-30 06:46:23
59,8655247d-57cd-43df-a43c-d78fe4282445,fb31be92-248d-4dcf-b9af-317d8dee4b44,fruit,2.59,1,2.59,2017-11-08 18:36:41
60,294af3fa-08d1-444f-b5fd-f248d6ed7e2e,682199a1-a41a-4eba-98e6-c192614771b2,fruit,3.54,5,17.7,2020-08-11 06:16:56
61,4c2c3a82-2f3a-424b-8700-2d7f7540305d,acc2a6eb-63f2-432e-b043-e5d07ebefe98,fruit,2.58,4,10.32,2013-10-13 11:15:11
62,4026cb3f-4758-403a-872e-f4f8b0940dc8,0445f2a4-36c6-4bb1-97ca-613558ccdde6,fruit,2.01,5,10.049999999999999,2018-08-30 17:20:50
63,3fdd71f1-dde4-4085-aae1-52b8fac4a0e4,105a6bfc-05a0-41e3-b36f-3d4a69049e6a,fruit,3.96,4,15.84,2019-01-29 09:50:35
64,b4991315-0c30-4b71-9662-303546818719,454cf15b-8dda-442f-8ef7-9877f5bf10de,fruit,3.9,5,19.5,2019-10-30 05:27:14
65,d9a8e085-e8d1-439e-bee2-f02d5fa5ddba,87ff96f7-ff2f-47b9-828b-718dbc7addcf,fruit,3.32,2,6.64,2022-07-11 19:41:39
66,1d55378d-e809-417a-9a66-77e4f37183f7,aaee741d-a92c-4fad-8f9f-b8aed446a489,fruit,3.07,5,15.35,2014-04-09 19:40:09
67,54f1ec4b-16ee-4795-8a84-ab61044e4eea,957d6f1e-358d-4872-b4d1-0e36edb79562,fruit,2.97,4,11.88,2017-04-20 18:41:04
68,542a76ca-f935-4be0-aa95-9c8d6bb4b7d8,2c9120fc-7e80-4469-bea8-241bec6f3674,fruit,2.69,3,8.07,2018-05-15 09:54:00
69,7443551f-0d7e-4d29-a6ef-385857ab0943,0b5fa2ec-e721-4fa9-849c-b5cd2763cb16,fruit,1.56,5,7.800000000000001,2021-06-28 21:43:42
70,afb9640b-d014-44df-ba19-4a5eb282b90e,9ad1fcc6-e28c-4ade-b9e2-60b7ef89a264,fruit,3.31,3,9.93,2011-01-04 15:28:01
71,41cff8d3-aa07-4aef-870b-3ed6d4322c89,49d8d8b2-da2f-45d4-be9b-bafcd3dfd693,fruit,3.53,4,14.12,2019-12-30 10:52:43
72,744300ab-c2ba-4c2b-bfc6-98683e52fa10,6c485bba-cc49-4001-8aa2-1152d75af6e7,fruit,4.32,1,4.32,2016-08-06 22:49:38
73,49b37701-b0d9-4909-87eb-788d91aeeafd,e693b9c3-0d60-43b9-b5fa-7d6c8a11d4f3,fruit,3.72,2,7.44,2010-02-27 00:56:08
74,6e585371-42d0-4bf7-ada7-45f9f60cbb4f,6a27432a-4bba-4c67-a929-14dad4b29982,fruit,2.88,4,11.52,2020-06-11 07:40:37
75,34ff875d-135f-4f63-ace6-64b2c86809f7,2c4668fa-41f6-452d-9428-e77d67502d3a,fruit,4.63,1,4.63,2013-05-02 18:54:37
76,133bdbdc-f7fd-4e21-a81e-428cb2d8a222,849dcd1e-2352-4f93-b2d5-09e84dab2ea4,fruit,1.34,2,2.68,2014-08-25 18:41:15
77,bb89a70b-376f-473c-a4c5-fa4eaab85e56,8bc7059d-834c-4dff-a09c-dedf1fc3973d,fruit,2.49,3,7.470000000000001,2010-01-10 05:43:41
78,de53ca5b-75c3-4a1a-a6b5-f139fbfe85d0,1f196c48-29e9-411b-8759-5450dca00652,fruit,3.14,5,15.700000000000001,2011-02-21 04:08:25
79,c903b5b7-d9b1-4678-ace7-bd0f34adf261,6b047d35-498d-4124-8fd9-ca7ec44bf783,fruit,2.38,2,4.76,2015-01-03 13:56:53
80,d20a74c0-d2c8-4d7f-895a-d071692fb362,7438d8d7-3075-46a0-8489-91735448bedd,fruit,1.92,1,1.92,2020-05-23 15:03:35
81,b6c30050-4476-4180-b572-cb73bf8adba1,2198ba16-867f-46c6-8e59-8c9dea12c04c,fruit,1.75,3,5.25,2014-07-05 12:14:01
82,8572770f-e6c1-467c-a55a-d440fe016273,0f1e3265-a519-4fd3-b4fb-14d3a58049f3,fruit,4.52,2,9.04,2016-09-25 22:24:12
83,ebaa5383-56ea-468e-aa08-b33cc441bf07,8da6a4a6-6869-4eb4-9d19-274b63c24974,fruit,2.19,2,4.38,2010-04-12 03:50:10
84,f2f38388-b2aa-4c7d-a5d6-4abb082bc9ea,4431dba9-7e8c-44bc-9442-3ffc1c1b788f,fruit,4.01,5,20.049999999999997,2015-11-07 09:53:12
85,90a67b30-48fd-4176-b191-32d176d1562f,7b28ea8d-222d-488a-86c9-e132d01ad860,fruit,3.71,3,11.129999999999999,2013-05-11 22:36:00
86,28bd1613-efa6-4a6c-ae3b-e6bde6f04f83,ac34c9af-989f-45f9-9ec9-982c2a0c3b53,fruit,3.13,5,15.649999999999999,2020-10-07 08:57:15
87,1453b520-7988-460b-a9ad-a6018e2ce316,fa7e71fe-c935-45a4-879a-04ae5956f3bd,fruit,2.16,4,8.64,2011-01-04 16:05:49
88,5dc452f3-bfb7-4724-96d2-42df12c10a46,048bfa5b-73fc-43b9-ae16-c19647a9a0a0,fruit,4.96,3,14.879999999999999,2018-10-31 01:55:57
89,3d51a810-d55f-4145-8f8a-95a879ed3e55,27631712-a294-4638-8976-4cb79e10e8a7,fruit,2.81,3,8.43,2023-08-04 15:00:23
90,4673cfb4-ed7c-41d9-bb07-37823af3e560,beddf6b7-ef36-4102-9946-8f7acf86d245,fruit,2.56,1,2.56,2019-10-26 01:15:40
91,34886919-226e-450d-9a3a-709464388dd0,3b4041a1-d1e1-437a-be5e-d4cdaa09868b,fruit,2.2,1,2.2,2020-10-31 08:26:14
92,7c976ed8-98ee-41fc-bb4e-3799e2825a9f,623ab64b-dabf-45ef-944a-c7d083f2a966,fruit,3.0,4,12.0,2013-12-29 07:42:04
93,a06f26c8-5a5f-48f2-b0d7-dbaa0d782d61,58bde2f7-2d2c-4da4-80c4-e7315f27c359,fruit,3.13,4,12.52,2015-11-29 21:36:07
94,7fa687ed-63c7-4d25-8da1-3d925e0df727,b91cd0a8-51b4-4770-b216-e4d96bf8c012,fruit,1.99,4,7.96,2020-05-25 20:32:11
95,d2ca6fd9-e633-44df-a9d7-751ab0c0ac4c,57a7d675-2758-4f3e-8f7d-0abd980ede40,fruit,3.33,3,9.99,2015-11-29 15:00:01
96,b56c34d6-d681-4735-823a-d9a5b6a456d3,84b97799-b52c-45c0-a478-8e8ddf109446,fruit,2.67,3,8.01,2010-03-24 10:41:08
97,b9d796cb-ae61-4966-a9b6-d5b0a233913b,ebae0318-22a8-4fdc-b2f5-abb2b73bde00,fruit,4.79,2,9.58,2017-10-24 17:03:38
98,3a305583-e365-4ec1-93e8-2d2beb7ec0ae,38e5ae73-9c3a-4410-bc8a-292f4ca967ef,fruit,1.4,5,7.0,2018-06-11 21:18:54
99,38eb16bf-6870-41a1-8674-aeeaaf652ebb,eaf71023-c9ae-469d-81b2-8fd741faada3,fruit,2.03,1,2.03,2017-04-12 21:06:46
100,1c20621e-6fde-4dc5-860f-b9801ce3540c,2cb2601e-78c6-4485-aea8-4ff93fa620e5,fruit,3.24,4,12.96,2021-03-10 08:41:55
101,d2601df1-fd59-415d-9c46-497b7efa9882,29cf6773-4955-4ce0-88c9-bfb4cab2458d,fruit,2.87,4,11.48,2020-06-02 10:45:22
102,484d1e39-2640-41c8-862f-1edbf002a0c8,6931ec28-2fbe-407a-920d-4b3e047c641e,fruit,1.2,5,6.0,2021-09-13 04:56:07
103,d59350b6-c27c-40bd-af27-fa25d2eea98b,a491b895-c055-480f-b100-37bff958ad42,fruit,1.05,2,2.1,2019-03-24 15:40:34
104,42f973d6-145c-4353-9e5f-0cb56f10d262,cfa2689d-2110-4549-9f08-902b1ffecd46,fruit,3.54,2,7.08,2020-06-01 16:18:06
105,c701828d-a38e-41fb-a78e-55bdff01e2d5,b2c8a31d-585c-44f8-88b4-42830eafd371,fruit,3.72,2,7.44,2019-01-23 15:11:02
106,a227eb0d-d1fc-4909-b4a4-6ae011e22e84,3bb3bc54-0783-4be9-8e02-cb965f5b0efa,fruit,2.08,4,8.32,2010-12-31 07:54:21
107,cc133d7f-c662-431d-9e3e-53ea367a5f79,db26a4ad-3efb-4597-94ff-fefbedbe3110,fruit,3.23,1,3.23,2019-10-23 20:04:20
108,7e284786-cfdf-4b1d-895e-8b708f6ecf27,c71e0b06-3b51-47e2-a56a-8952c8055655,fruit,1.43,4,5.72,2022-04-01 17:25:51
109,48daa6d6-4c8c-4515-89d4-bb9ae36fd654,63f75b51-f1c0-4eb9-89d0-c09ba2442515,fruit,3.69,1,3.69,2010-08-19 16:45:11
110,dbebc887-8c50-4adb-a70f-679a92e2a94f,3018668c-5a0b-4ddd-b837-b0f1fdfbaaa7,fruit,4.98,2,9.96,2023-12-05 01:00:52
111,caef5c50-9289-4c74-b614-b7f7a5639d1e,1779d133-7f59-4757-861a-e520cc675f97,fruit,1.79,3,5.37,2018-07-11 23:36:43
112,30dfa0f2-dd08-4841-900f-86e496c90eb3,069022d6-9980-4370-9a77-aad5c166d802,fruit,2.28,2,4.56,2018-10-11 17:23:28
113,2e4b6481-f079-4c91-a87f-00030412b797,ea56304d-532c-4b71-82aa-7c30fbb74f95,fruit,3.87,5,19.35,2010-05-08 16:51:09
114,a865c211-ee36-4e54-948d-d9fb5a6c210c,5d1fdbc4-5152-4c0e-8ba6-b3968a86fdf6,fruit,1.87,3,5.61,2013-06-10 13:35:20
115,14513033-f991-4167-94ba-8c0773523ab4,01a04801-fa37-48cc-a2ca-c8802168cd46,fruit,3.17,4,12.68,2015-04-09 09:15:06
116,e94ef1cc-8b8c-4edf-9ab2-11e0db90d4ea,7b944408-0866-486b-8d28-803eceb84905,fruit,2.84,5,14.2,2010-10-24 20:19:01
117,470f4f19-9e48-44c5-8d8a-f9a9b9da3c97,de99fc7d-819f-4615-87fe-b7521d522338,fruit,2.35,2,4.7,2011-08-05 20:49:44
118,e79effc1-1741-47a7-b9b2-537b8ebdd40f,8fa4611c-fd3d-41bc-a2bb-c9997e1cfc46,fruit,2.9,2,5.8,2020-04-28 14:19:08
119,307778c4-088c-40d6-8bf6-9c01cbfd06f6,7af9b204-71d4-49a8-8ce3-7566a8f230b4,fruit,2.2,5,11.0,2011-09-13 09:46:23
120,fc3540f0-e49b-411b-a7fa-ab885453d136,3535af92-3018-4801-91b8-69f8791458d9,fruit,1.5,5,7.5,2012-01-01 13:18:26
121,e93a53e5-2631-48a6-a9e9-ef8175a4bb07,8de42f6d-2205-4dcb-9e17-c2c11dd0c239,fruit,1.83,1,1.83,2012-11-01 14:56:34
122,7c759173-67b7-451f-8b89-b147f69a4d4b,e4149d60-603d-4ce2-abc3-ff2053d69eba,fruit,3.3,3,9.899999999999999,2019-06-21 07:05:10
123,012e7b92-bf93-4963-80b5-ca34d76786fa,617b99bd-2b8e-4929-9102-5168aa37df3f,fruit,3.64,3,10.92,2010-02-05 18:22:10
124,0497bf61-9375-454a-b2e4-bcd81d5d2f97,5586360e-4aa0-4183-abf3-664b9607f370,fruit,4.49,5,22.450000000000003,2021-06-06 17:51:33
125,a3c65431-464d-49eb-939c-882c1cc9d47e,7a8188fc-c6cf-4abb-ba43-b75b992d8c05,fruit,1.34,4,5.36,2013-12-04 09:06:11
126,34d1a3e5-3262-4149-8e6a-a7d90bea68c2,99672e2c-d96b-4bdb-b3e5-3adef1c6e016,fruit,1.91,3,5.7299999999999995,2015-12-29 22:46:35
127,843d7b75-8ed9-4e0c-a737-a7e70fa254fa,1f81cdc4-ff23-4c59-ad33-9dac4b9f272f,fruit,1.05,2,2.1,2021-05-05 22:41:37
128,1fe561c5-edf3-4078-aa51-faab7b78c512,0643fd2a-7353-4f06-99e7-d02bcd0b38ca,fruit,2.69,5,13.45,2023-05-01 12:41:58
129,167a9534-e449-46f6-b2bc-9f4fbc14b198,8de68bed-e810-444e-8bb7-3c900b3fb65c,fruit,1.55,5,7.75,2018-01-09 00:52:00
130,8ca5d873-6db8-4aaf-88bd-e75a78dff557,385a0851-501e-4898-a583-258cdaa50fa4,fruit,4.76,4,19.04,2012-07-20 04:57:09
131,6aaf29a9-4e1c-4b09-8be8-8b434a6bb7f3,155d4725-c996-4902-96e0-1328169ea49b,fruit,3.69,5,18.45,2017-04-08 02:13:36
132,0a2f59d0-8f05-4836-85dc-3fa1aa45ddff,aa6ce26e-54f0-4e7e-ab06-f31e57a18d6a,fruit,2.55,1,2.55,2010-10-08 04:32:36
133,bed3d0dd-3f66-4514-bcda-3fc5d927331a,3d9382ef-c69e-48ec-918d-db585766cc01,fruit,1.11,5,5.550000000000001,2011-01-03 18:24:50
134,a5fb2a30-fd58-448e-96d1-57b4dc5130c4,4e1b879b-cb7a-46ab-84dd-8754df550394,fruit,1.64,4,6.56,2012-05-30 16:57:52
135,fb795851-48d7-4e33-9ec2-15d52d4845b1,8e2617d6-2856-45cc-a86c-a8bd16d161d8,fruit,4.82,2,9.64,2020-04-03 21:31:55
136,b735b34f-ef36-4fce-b379-ac3b37dc7f1c,0d413a3e-47ec-426d-b209-7527cf338eee,fruit,4.08,5,20.4,2012-01-31 00:44:04
137,ace4afcc-358e-4a91-a679-a578a64f2a3f,9ce4fd20-a691-485a-9c13-545ef2e48b7d,fruit,4.03,3,12.09,2014-12-26 13:30:33
138,aae2cdf9-78ed-45f1-be03-93647032f328,ddc01aeb-ee9a-4868-8dcf-fd3c4eb34ff6,fruit,3.29,2,6.58,2010-10-30 15:35:51
139,cd30e52d-f7a8-4790-a4dc-9a687f98ef48,a1aacbfd-1003-4fcb-9f67-5e47efbe6cc7,fruit,3.78,3,11.34,2023-08-04 11:47:01
140,d52f22ff-fd99-4de7-a172-71769dffa4e2,5553e3f5-5128-4b40-a707-a57602fe96fd,fruit,3.11,5,15.549999999999999,2021-12-09 14:04:55
141,2b23da41-bd77-4ef7-855a-6cb04316af61,fc67e186-9579-4fa0-895d-33f50f283146,fruit,4.03,3,12.09,2014-07-17 16:59:12
142,8daea48d-67f0-483e-9af1-ad14c6556fb5,05d6c1d9-e3ef-4f34-811d-29fa2c3deeac,fruit,2.55,2,5.1,2019-04-08 12:02:03
143,61695069-3a8b-40ce-9902-9ebd05425272,e82aa7e6-1eb5-4179-b770-a29b269aa5ba,fruit,1.81,5,9.05,2020-12-27 01:38:33
144,a80d0896-b41c-4399-91ff-7d498ed6a399,f23b49da-a039-4179-bfc9-8ecfd8f3ddab,fruit,3.42,1,3.42,2012-03-10 17:08:18
145,90360a8c-c3ed-4aed-b8d0-febc463cd6f5,75a3a329-df7b-45e8-8576-0ecdb75261f6,fruit,2.48,4,9.92,2014-01-24 20:46:54
146,e36f7f0b-0ead-47ba-86a4-18a84bf2cd96,1244859a-044d-4cba-ae1f-26e6383fb98e,fruit,1.19,5,5.949999999999999,2010-07-17 23:54:13
147,90400cf1-49a1-404e-91d1-c0bb9ab033f1,f333daa6-b9a2-4233-b319-08c043743107,fruit,3.28,3,9.84,2010-12-26 02:46:13
148,335b7008-1d2d-4a5e-92ab-90e0da9974e8,bc4e04cd-91a3-4ce9-a2c3-10d82df6e894,fruit,4.71,5,23.55,2020-12-10 06:07:10
149,547fb331-b7df-4817-9a92-7b34290d5e54,254e8910-3ba5-4a3b-88c4-6e741376cca8,fruit,2.14,4,8.56,2019-07-21 17:05:00
150,9e6004de-317a-4c66-8b95-c3f05c9660bf,c75f4b0b-8a04-4572-9434-5d2dabbb8fe7,fruit,4.83,5,24.15,2019-12-10 12:37:48
151,a51edf33-cba0-4d62-9d7c-adf27aa8ee8c,b8c047be-5066-4e5a-991c-45fadc8f0887,fruit,1.4,2,2.8,2019-04-06 01:19:31
152,0eafcc8f-b7af-47bd-bad3-f9e0d81728b1,14447fc6-951e-4d64-96b9-fc997dde944b,fruit,1.98,1,1.98,2015-03-08 13:01:28
153,fa7cdf57-0d71-4b7f-9183-367e09452e21,f0a0083c-494d-47b8-9218-59c48a5e5a6b,fruit,3.77,2,7.54,2021-06-06 22:31:00
154,2a5d48d5-3802-4e7e-a8e4-721dafa406a6,706739a5-6a8a-4136-a448-6b7a0f9b3765,fruit,3.35,4,13.4,2021-12-09 13:54:54
155,8b4f9295-29e2-4829-b55f-624ff471bbc6,6a940a11-37d5-403f-b364-2979987fc54e,fruit,1.13,5,5.6499999999999995,2010-10-02 14:45:32
156,2f63732b-65d1-439a-bec7-0d97bc3f8eb5,8c8305fa-24ea-4171-9b05-df616f22f0fa,fruit,3.56,2,7.12,2015-11-21 01:54:46
157,a835a7ac-567a-4b86-9a9e-1965fa801ee8,1d29707c-5cbd-4caa-835b-7ff8e82111f9,fruit,4.88,5,24.4,2012-03-31 14:05:31
158,302bcfe4-6f9b-46aa-a202-94e23721a7cb,a21af641-94c7-4b4f-9778-77a1d3e61178,fruit,1.35,3,4.050000000000001,2013-10-05 14:45:08
159,f66b6377-6a26-4631-a958-9a5ec4f21970,aaee3a97-95a8-41d5-9f5e-6f9caf907a4f,fruit,3.4,1,3.4,2013-08-06 01:12:46
160,59e4b81b-0b41-4f49-930e-c141774198ee,5d44ff76-d3b6-4d68-995d-786587c183e2,fruit,4.64,1,4.64,2017-05-08 16:17:24
161,e04d444d-700e-4b36-b943-bada1adeac51,28815ddd-f8b7-43d5-b4cd-32da99f593e2,fruit,2.04,2,4.08,2019-09-02 14:10:50
162,4519b883-0411-460c-b6c5-e24cf4d50d0a,dc51f126-d5b8-472f-a2b3-6d0facce6db2,fruit,3.57,4,14.28,2019-03-28 05:55:59
163,5a8d5094-64ab-4d7f-8006-f20f75ebf92a,3d046d43-b9ee-42c2-ae94-7e75783270ad,fruit,3.09,5,15.45,2023-08-24 15:21:28
164,45bc6171-40f3-4cf2-96d4-5453f71bde1f,df5f5935-1831-43f3-ae09-20ffeca29fda,fruit,4.71,4,18.84,2016-04-01 16:44:51
165,0e82f081-d5a5-4db0-b9e8-b4050c5eaa7e,a2211b00-82e4-44da-add1-f900305ff3a4,fruit,2.41,4,9.64,2013-10-21 03:38:09
