,temperature,id,timestamp
71,1.83,41eae48e-5d30-4553-958a-e36537260e4f,22-04-2023 17:12
72,-2.22,6c32b6be-a6d6-40a6-a900-0c9162187518,09-10-2016 16:38
73,-1.55,45fe87e5-ae7b-4fee-98ff-b10d7892e47b,27-09-2019 04:22
74,1.62,7dac27e3-94a1-456d-9049-ab29578e5faf,30-12-2018 11:23
75,-1.6,15ccaff0-9602-4a37-95af-4b216a850877,16-03-2018 17:27
76,-1.88,e88554f3-b6b7-4bad-98a6-dc0d3187764a,21-07-2012 02:57
77,22.29,84daafab-e385-46d6-bf23-4871bec79f38,09-08-2020 15:14
78,-2.16,931546fa-5e10-4172-97b5-809c9d837df4,21-12-2016 20:53
79,-3.15,49fec646-e5d2-49eb-a08f-2cddc7a11721,19-03-2016 08:48
80,31.68,b4dc4276-3567-4b2d-929b-42fea552f95a,23-09-2010 23:39
81,-3.67,af3857f8-c0e4-4e71-b42c-5c4ebd48a39f,05-09-2021 15:37
82,1.17,e6cf5367-a57a-4b38-8428-3cdf09bc7100,05-12-2023 02:21
83,-2.36,77050728-3471-4f41-95b1-99457fc5707b,09-03-2023 07:52
84,-1.05,f31eb0f7-0677-473e-8bc8-757f95543960,19-10-2016 05:46
85,-21.14,ffc2a952-a177-4ede-b976-ec969cab8758,17-11-2013 08:06
86,-2.89,9aacb76a-a322-4e48-8228-b658cb67658c,07-11-2020 19:35
87,2.69,e01d5da5-7a8f-4c68-8a4d-de28cf88632e,31-01-2018 05:58
88,-3.03,972a2320-fa4f-4e8e-b9d6-601e14d4377c,08-10-2017 00:59
89,-20.49,f5dcaeb2-95af-4412-b9cd-7b8e8eb2a146,09-06-2016 23:18
90,2.3,09724bb5-ecba-41cc-bc9e-6a73a12ddf76,14-08-2021 20:40
91,1.14,1db03298-43e4-402f-8843-f628621358d4,31-01-2017 05:07
92,25.11,3845c8f3-eb57-441a-adf5-fffc875a6b1d,17-10-2018 13:40
93,1.33,3ffdf02d-40ff-4a17-b74b-f84e4552f620,25-03-2021 07:55
94,-1.16,026e31f5-422e-4ed8-942f-2a96f5155baf,05-08-2013 13:16
95,-3.76,1cd60083-d6ea-4a7f-935b-1f1cf5d91d27,12-11-2021 19:04
96,2.99,155454c3-cab4-496a-8cec-53c04d635b38,18-06-2021 16:50
97,33.19,5114e9f7-d68f-4f60-b73a-e942198bf4eb,10-02-2019 12:26
98,-1.15,48a22e16-6a2d-4063-bf30-71eb8bcf0219,21-12-2014 07:10
99,-3.09,68cec022-e710-40c5-b61e-b53f8a9518ed,11-06-2016 07:56
100,-1.13,df9c6f63-5c92-48c0-a140-584984cfeb2b,16-09-2010 16:30
101,-1.81,1374fa3f-0187-420e-b117-519448161828,21-10-2022 13:32
102,-3.11,36fe2ca6-39c4-4001-8a77-3ff851898cde,13-06-2021 01:14
103,-2.31,7001c717-f4f0-42de-add0-1a09765472b3,20-04-2020 19:56
104,-1.54,56665bbf-60ab-4b39-a2d8-da251ffbf2ab,20-09-2020 07:47
105,-1.26,cdac0a5b-b301-4109-bed3-508d874198fe,11-02-2021 09:07
106,2.67,6b87643c-571f-4004-b8ea-cd61c59ccd3b,21-01-2014 18:26
107,-3.07,4eab2374-4537-44d6-9cfe-bb8c7c6833c2,12-03-2011 23:29
108,-1.26,40b7beb7-e9f7-46a7-a71d-6983997dfd26,23-12-2022 09:39
109,17.02,19e4ad8d-b268-48ac-a2e6-7c5d52087b05,14-10-2019 01:08
110,1.86,539ca861-e3cf-4986-84f5-08acf9c1a0a9,31-08-2010 20:41
111,0.86,6e152592-f832-45e6-baca-94af0fbfd9af,16-12-2023 07:13
112,0.54,c8e9ef16-a6c6-4d10-9aa1-16e8347dcdd3,30-04-2015 16:04
113,-3.55,096cdf93-f810-4054-a907-305b14327628,05-05-2017 07:52
114,-3.33,c0099c22-b209-4385-80a1-dfa24dd86205,13-08-2012 04:39
115,-1.18,57158043-083f-4cf1-b027-e94f394a6ba7,16-03-2021 05:30
116,0.03,842b52a4-b67d-47f7-b66b-3fa666325502,19-11-2022 02:07
117,2.24,224b01eb-033b-4e97-8a8a-7942db7b720d,06-03-2022 10:47
118,2.69,a3c51c22-81d2-4443-b2c7-bae73021ee4c,10-08-2019 12:52
119,2.2,52775aed-c405-4042-b6f4-e5a0b44418ce,24-03-2011 05:50
120,1.05,98fb4776-f2a7-45af-bbd0-b0343f0cb08d,27-07-2011 11:46
121,0.08,229af00c-69bd-4183-8ddb-8ce7b7e2ad30,11-06-2023 10:57
122,2.92,edea95eb-3dc1-4140-9ded-802ed558f275,08-04-2020 22:11
123,-3.29,dc43ab1d-d3c7-4181-b7a4-980b21d472cc,04-01-2022 00:52
124,-1.55,bea075b1-cc58-4139-bb52-15076801e626,21-03-2022 21:35
125,-27.12,cfacfc66-1b7b-49cd-b4d8-4eea925bdb38,20-11-2023 19:53
126,-2.72,fd3dc69b-c9f6-4a6b-8af5-d02e738ae3d0,27-03-2016 13:33
127,16.71,2af975f0-5115-49ee-b2a5-d5f26dd3100c,24-02-2010 08:07
128,1.99,dc3acd48-0892-43aa-9432-a0202df48bba,20-05-2014 13:22
129,1.93,1bcfbe18-c543-4001-ba7c-e9dbbfaadd51,21-10-2014 19:44
130,-1.13,d4adfd98-f2b1-4959-951f-1b6e4827ed79,15-02-2018 10:25
131,-3.32,7a7a6f5e-4941-4e56-a687-7ca26c1dc279,02-02-2014 08:44
132,-3.08,146cb2db-9bb5-4a00-bbdb-4dc3f070f694,07-01-2012 18:18
133,2.41,4cffcd45-6d7f-4cf1-a642-54ac1d98d516,29-07-2022 08:52
134,-1.74,16d91d4e-8285-42e2-b4e5-24a24777f9ef,09-01-2013 08:07
135,21.72,cf2eaf9f-a6b1-48d6-a3c0-c57ccd8d21e5,06-03-2019 09:23
136,0.4,24c7e843-5a73-4ba5-bb19-f450d2217975,29-11-2021 06:45
137,-1.96,4a0592c5-55ab-40fa-a254-cff17a5f0137,28-11-2019 01:16
138,-3.71,46f04db5-f471-4cf6-a7e2-b8346939ee9d,28-08-2014 18:22
139,1.33,af6a5ee8-47a6-483d-9f80-dcd7b8c3efbf,06-05-2017 03:12
140,2.41,d6fcbe8a-1d3f-4ad2-9c80-1549edea34aa,27-10-2011 15:01
141,1.92,0fd5afad-7e81-4497-ac96-9c1ea6861c96,14-05-2019 08:45
142,24.16,f74a7469-7956-4979-aa57-767b84aa1fb9,24-06-2017 04:25
143,-1.28,dcead207-ec50-4848-881d-43d14ca5119e,14-02-2011 12:29
144,-26.08,243a20b4-3baf-4986-bec8-ec2bb6de2b02,29-08-2019 06:08
145,31.24,57292f75-169d-4992-a977-d382b5e46658,11-03-2022 21:46
146,-22.21,b76370a1-43ce-4f0a-8178-5aae3e6f4a4a,15-06-2022 21:14
147,-2.08,35822ac2-1f4e-4fef-a340-f7b4e44d67b4,08-04-2014 04:57
148,2.39,b268949f-9bce-4d4d-9e4a-dae73574bbdb,24-08-2018 07:44
149,1.55,7ba914d7-4b73-4142-8d98-f7dec89a0c46,04-06-2010 17:52
150,1.07,bafc9af9-fe49-4184-a4fc-116220a6dc42,01-09-2012 11:02
151,-3.43,258215d5-00b1-44a2-ac21-89c513ac573a,06-07-2010 14:03
152,-18.22,777d0591-260f-45e7-b2c6-2e2e917e3622,11-10-2015 17:07
153,1.63,dfe2c0e9-695e-4ba5-8987-72f20d3e39e0,21-02-2015 01:10
154,-2.35,c0fbe286-6f4f-4fbd-8a25-06173c0f3996,01-06-2017 05:48
155,-3.71,010cd36c-0abb-4cd7-948a-b5cc4fbaf6e6,25-02-2017 06:57
156,0.17,cef51d8d-e4a8-4d38-8b7c-6eb46cc259b6,29-05-2013 04:33
157,-1.43,e004734e-a789-4942-a52f-50a9fd9adcdf,11-01-2021 17:39
158,-2.87,33784617-577f-4bbf-8ecf-35b4961867c0,05-08-2019 10:25
159,1,edcb1bf1-7170-4890-a3fc-bb888413c28b,02-05-2021 01:43
160,-28.25,9fdce249-2197-4697-9989-9f5f1d8ae39c,10-10-2019 02:53
161,-2.8,b668e724-8606-4a7d-91d2-7f0951a75211,12-01-2020 01:47
162,26.58,afc4b929-e9c8-4fdd-971e-336bfb9236b9,12-08-2020 06:27
163,24.97,6f9a15f4-99ad-4e2f-8e70-d4aef7e9b725,21-12-2019 13:42
164,2.28,8cfc7707-d0be-4d6d-b255-a03c37de8996,20-03-2018 01:36
165,2.14,f817606d-c4fc-4548-a178-a4f2dc3cdbf5,06-08-2022 09:22
166,-2.28,8bdaf906-ba92-4c34-8cdf-c101b2ff3a8e,20-03-2010 17:21
167,0.97,0b134afc-6a11-4de3-a68c-08d1485404dc,04-02-2011 08:54
168,1.65,547326a1-4032-4711-9934-5b86d5e05a8c,13-05-2017 06:36
169,-1.84,9c0483ab-1c32-4eb0-8ef6-312259409ffc,05-04-2015 06:38
170,26.08,c4e375fa-01e5-4aa7-80b1-bbcb52fba670,25-08-2019 05:54
171,-3.43,2e8448f2-f7ca-4748-88d8-d4b4fe011ff8,27-08-2014 15:41
172,16.97,05dca9f6-50e0-43c3-81a1-fc536e62fb33,22-01-2017 01:28
173,2.01,28ea2b9e-dbea-4eea-9036-c4897b68a861,15-11-2023 00:41
174,-20.05,c7c80256-02c3-414b-8dee-8d0798ab7df2,16-05-2019 03:34
175,-3.21,e82dae5e-bf63-4684-9a1b-909461f6eacc,29-09-2022 08:43
176,-25.49,be0d6f06-b19b-42f5-bde9-9048013ab3bd,25-05-2012 19:10
177,2.79,79172086-0c7d-4d81-8c58-84ea1128ea0f,18-01-2021 07:19
178,0.53,159b63a9-b6b2-4846-9be5-52394660190b,30-08-2021 21:12
179,0.06,71719538-7c29-46f9-a655-71eab2986238,23-11-2014 10:08
180,-2.82,dfe885e5-1f4e-48f4-b972-b2f7760e40ee,26-11-2011 08:16
181,-2.46,654f4500-771b-4ce7-936e-3c02155d9119,15-07-2012 20:18
182,-16.84,7315601c-f5b1-43bf-8eaf-566e347c601c,24-03-2019 20:40
183,26.42,f138d78a-3f11-47db-b0b9-38e8d9b83496,10-03-2014 16:24
184,29.35,e0172fc4-f31e-411e-9121-41418622b63b,07-03-2010 04:10
185,2.47,c8c73b52-10ba-4d8f-be53-c8f6a301dc89,01-05-2014 01:27
186,-1.01,0ce353ea-7308-4584-8628-54bc603f0033,10-06-2021 06:36
187,-3.02,f11208d2-5fe9-40ce-9421-5a30637fa7aa,01-07-2012 15:49
188,2.92,93a79f5d-a199-4fb6-8ac6-666837f9320b,21-07-2012 07:45
189,-1.63,8f861696-26da-4f7c-9991-360819d66bf9,31-03-2019 21:51
190,-2.52,af2417a4-e09e-4381-a411-c68f67971895,05-07-2019 14:17
191,-20.49,b02fe219-a8d2-4e57-956c-215bd0e9226c,07-09-2015 19:51
192,1.91,3854f988-ac7e-4b27-9946-b2ac1e86e5b7,11-12-2010 05:26
193,-2.68,2ec6fdac-6292-4c06-9b8d-5deab81f9240,14-11-2016 00:55
194,0.34,a21432c5-4db8-41f0-a6a5-976df1a8141c,31-10-2012 13:53
195,-25.86,f2543a77-35d0-474e-9665-67cc684ecca1,09-04-2018 04:26
196,2.28,eef5a7bf-6047-4c21-a5e6-dd8cca6c9a82,30-10-2022 02:46
197,-2.76,790514b5-0d99-4df7-86ce-8378db4b83b2,21-11-2011 14:34
198,-2.85,7f758822-6c1b-4e91-bd6a-197051805bbe,23-02-2012 04:44
199,-2.78,3cc4683b-9f7f-4be6-943b-40ecc3c556e1,30-03-2011 10:51
200,-24.84,6c3b4156-3751-4516-a7b8-c9026b5f4394,19-10-2010 10:00
201,-1.43,d239a0ab-a353-462a-820b-0a707cbb7091,08-10-2013 14:04
202,-1.47,5ade46bd-9b3f-42a8-b552-60e2768e5522,13-05-2022 04:23
203,0.03,e774817b-deb0-4c1b-b96e-c8efb776099b,05-05-2014 18:05
204,0.03,479f779d-fd92-468a-816f-4e5230a2a59f,25-11-2017 05:05
205,-2.4,511d6e77-6a65-480f-b666-5eb16b21ab60,11-04-2021 12:57
206,1.81,57c75770-7b8b-4409-a838-06de19eb56ca,06-09-2010 05:33
207,2.79,ccf9ab94-364c-40db-9571-5efba0dd5de6,25-11-2022 20:08
208,-1.44,b3fd16b9-095b-4f8f-9cf0-c4a1e05b5674,16-08-2019 09:45
209,28.02,070c6f3d-4321-479f-b4ef-abf81d673d99,05-12-2012 20:38
210,1.72,b0efae82-4a60-4e01-8878-746893f548ed,11-05-2017 03:17
211,-1.29,ebde879f-a6ce-4ae5-b0a3-9824435379e9,27-11-2016 13:46
212,-3.66,dd896938-9483-47ec-8a7d-72608ad6b15b,23-08-2013 23:13
213,-3.87,8a91c422-5c22-476e-af43-fc8d7cd32a54,18-11-2012 14:08
214,-3.55,c77bfc2c-cdd3-44a3-b73e-50baf84eb2ad,13-09-2020 13:44
215,-3.27,26c31092-13ed-4909-92bf-57129b25af9a,28-12-2017 08:43
216,-3.9,422ff8e9-35e8-46e2-b940-5334534d5b8c,22-06-2020 22:46
217,0.12,e5cb87aa-b2a6-409b-9747-2b39280ad5ac,08-11-2023 06:56
218,1.1,2a26b833-28b0-4ccb-b6ec-818d79f9d34a,23-06-2015 01:07
219,0.89,49790b02-994e-4bae-9c28-e97796398727,06-03-2021 12:57
220,2.2,a6209521-03f2-40a6-b70e-bb7dc9e47c06,28-06-2022 19:09
221,-3.13,78df7caa-fa19-41af-b6d5-bfa483219a22,31-01-2020 13:19
222,-3.9,6a28f00f-8222-4763-b97b-44124742633f,16-09-2019 08:52
223,-3.43,aea36c68-c541-4664-8f1f-57bd27723aee,03-10-2018 04:05
224,-25.1,315cf165-9d3c-483f-bb69-a0f05eee1ee1,27-12-2017 00:14
225,28.93,8aca4dba-abd1-4b9c-86d0-c686579e9dc7,25-11-2012 00:21
226,1.06,525f5ad4-82bd-4d47-ba3d-82d7058cc306,24-04-2011 22:12
227,-1.31,344dd592-187b-409a-a5ee-3964ce2e5dfd,19-01-2021 10:19
228,0.08,8b77085e-fa62-4efa-b899-919f4bc4b978,05-05-2016 01:42
229,2.92,38d255d6-4b26-49e5-aff5-9beef352328f,05-04-2020 12:25
230,1.19,eeee3ab4-1e6d-44da-8f48-f7200467a7cd,10-09-2017 04:10
231,-18.77,6149e86f-98f3-4f22-972d-e5feb21f1880,19-07-2020 13:05
232,-2.5,a6c1cde7-a349-4872-a3ac-a4c82616f00c,10-01-2011 07:33
233,-2.16,8f5c5df4-5394-47f0-a2e4-6df1f97836cd,27-03-2016 16:58
234,0.88,5a47ec05-fad4-44fc-b5b2-ef8defd61011,01-12-2016 07:38
235,1.85,4f4e0264-8e38-401a-8ef2-f8ac6ae684da,30-03-2016 21:41
236,1.45,9763b2d8-9c9d-48e9-9d70-6ba70cfc193a,07-05-2010 15:17
237,1.39,8cc02660-fb7c-45d7-92f7-6f83bc3acf3d,06-03-2023 10:11
238,0.74,86a3c7d1-58d0-4c52-b595-4bad435a32a6,21-07-2013 05:57
239,0.47,08efe18b-e790-4cd4-8eb8-5ef0ace732d2,10-07-2023 21:23
240,-18.41,e17ed6ce-c074-47ca-b655-00a59b0b1df0,10-07-2022 23:35
241,0.37,eccd553b-d854-4a66-87bb-f0ddd8890e91,20-12-2022 00:05
242,0.94,6513524b-1bc1-4d10-bb71-e0003c902eef,26-03-2020 20:02
243,2.98,d20b70cf-e3e3-40b0-880b-39365c8319d4,13-01-2020 07:57
244,29.61,db169b5c-a87b-4743-800b-c2bedf7a495c,18-08-2017 15:09
245,32.41,2968171c-b443-4f1d-878e-383fea2bc0ea,24-10-2018 08:44
246,-3.54,5fe9a52a-5bbc-45a6-9840-8e27c0d2025a,30-08-2012 23:34
247,2.69,e7e5f878-6f35-4280-a1ac-2fcb050db7cf,16-10-2021 10:05
248,-16.44,b87b5870-bf2c-4d07-88f1-c296e35ff512,15-01-2017 13:49
249,-2.52,620d4e14-4407-4565-a672-9276ad1fad2e,13-02-2022 15:15
250,2.63,1ec49195-f0ab-4122-9a72-9b4066a2b1bd,01-06-2019 01:37
251,2.24,c00e2ea7-0dd9-4842-8cf3-1b8ee565a6c3,20-07-2011 23:00
252,2.82,d0521aea-6d99-4e1c-b6d1-4bca52195066,13-07-2014 02:21
253,-2.79,eb87511c-8fc4-4b7f-b84d-52ecfc4be80a,26-07-2013 17:47
254,-1.3,c12c2018-e7cc-48b9-b416-fe7ab1a1dcc4,13-08-2022 19:27
255,-3.92,a5d19bf7-cee3-4da7-ae77-10f996c91601,08-12-2022 16:26
256,-18.76,5646dc3d-beed-4fa1-82e7-96a2b224e0c5,07-02-2020 11:47
257,-2.02,ef1910c9-5a65-446c-8cd4-abbd576497c6,21-12-2018 08:08
258,-1.65,04aaae55-47be-45ce-b8f9-532a83cf1abb,03-08-2010 19:25
259,1.24,0b883726-fe7f-42fd-ba90-b57103c89300,01-01-2010 21:40
260,2.13,eace592b-3c55-4523-ba73-e4de8a9c372a,13-11-2020 03:01
261,1.24,5be058a2-cae4-415a-820b-fab1504a660f,01-11-2023 01:12
262,2.41,a5a33e8e-c085-4ab6-9fb5-76aa52ce3f8b,08-12-2022 07:57
263,-1.41,27727449-ba1e-47dd-a086-a7f61654f7b8,25-11-2022 15:19
264,-2.51,4fe49cd6-6e7c-4f96-acfe-dca0692330f6,19-09-2022 22:43
265,-2.01,ae3c0d4f-5d2c-49fa-b98e-758868b078c3,09-08-2011 05:52
266,0.61,8b0d161a-0f46-446d-b310-b25cab6d5363,17-09-2020 02:53
267,-3.32,86cd88ed-dc1f-4384-8b31-4af4bbb535ef,15-02-2015 08:35
268,-2.13,721206d6-19a2-4022-a95b-7ce95c9dff5b,28-06-2016 23:05
269,1.2,b112aa22-4b04-4aa4-91f3-21a7489197c5,30-11-2022 16:18
270,23.27,e9881805-1c69-40f9-8c8b-15bc01648fe9,29-08-2021 23:16
271,0.89,cf0d148b-ea71-438c-983d-632298ee9b24,10-11-2010 10:06
272,0.24,ecc4be65-d284-49e4-b4ca-bf072e0947d3,30-05-2021 15:06
273,-3.86,ac761e86-8324-448d-bed1-bdc2e6c066f0,10-10-2021 13:38
274,-3.53,aece1008-d4f1-40a7-8650-856665d2b24e,24-04-2011 19:00
275,2.77,ab8be6af-c39c-4068-a124-3caefde4df47,26-08-2023 13:29
276,1.24,8373e477-7075-4da9-88ad-c2efdee26441,05-06-2022 10:10
277,21.38,9a151c4f-bf3a-49da-a2e7-33e0475b308c,12-12-2018 05:09
278,-3.55,b090431f-2eb4-4491-8a2c-046398c9979c,25-05-2018 19:53
279,16.92,bd52d048-6aef-4c77-8004-9abc219d7fd6,29-07-2010 22:19
280,-2.23,936a204b-905e-4852-b90b-66684d260d0d,17-08-2021 22:25
281,-3.77,19f36be2-a4ce-48e0-a404-f4dfdcfedf89,14-04-2019 20:34
282,20.38,5b66efe0-4fb5-41d3-9f41-3663967fae47,31-12-2018 02:49
283,-2.45,7e7cafdc-8572-4b9c-9255-ddd280da5cfc,08-02-2012 01:52
284,2.14,5fa5f20a-c743-4842-be7f-dddee00d80c2,28-05-2021 09:12
285,-3.34,c1ed7b83-069d-432c-9411-9a52ec1930d6,14-10-2019 15:30
286,-2.18,d7e997ed-315b-4e45-a1c9-ba4701618ca9,01-12-2019 19:57
287,-1.39,d21654d5-716f-4ecf-9b08-81ff31f0fa87,04-12-2018 07:55
288,0.17,2f81d07a-a43f-4ca3-b85b-2492e719b123,30-11-2019 06:48
289,-1.82,290358e5-4130-4bc9-92c3-fd1e83e8af51,17-12-2010 00:02
290,2.97,ab431a37-25e9-4276-a45f-8518c21c155d,02-05-2023 15:11
291,-2.48,7d1095ba-5a3e-4f64-9a6d-6a38d7b3c409,05-07-2021 05:13
292,0.22,84d90659-5c3d-486a-82f5-3d7b3be460b1,02-06-2023 18:24
293,-3.97,ae0b2a04-72ed-4c32-89b4-564ab6a9f173,14-01-2017 17:47
294,1.57,37a6bf69-6bec-4e3f-be35-ad40a6464110,08-08-2013 22:28
295,-1.53,fce865c7-fe26-4737-af0b-c4c0aff50367,13-02-2020 20:41
296,21.13,cc8a0f66-1d97-4580-8be3-779cce0c791c,24-01-2015 01:39
297,1.71,28603b8f-1fab-46d2-91c8-635da74e93ea,28-11-2017 15:31
298,1.02,b70310db-5df0-44de-b44d-f86a275e0e8d,25-07-2011 12:13
299,1.87,c8d2d4ed-9751-4970-88a7-564bb9491276,17-11-2013 20:53
300,-2.73,e117137f-1344-44f6-a736-7f1757c3f8cc,05-05-2021 09:05
301,1.09,7642a1ef-cbc9-43fe-b17b-08d3bb173b72,16-03-2013 01:41
302,1.07,b5efcdcc-41b2-4772-bcf5-c25e6077ba91,19-03-2013 14:22
303,1.06,dad3ab9a-1f15-486c-a725-89cceb721a71,29-01-2020 04:38
304,-1.5,55c85a53-d3a0-47ea-b7fd-bb2106545b6a,24-11-2019 14:43
305,-25.13,c323b6a9-817b-4090-a414-bb215a481ede,06-11-2021 09:06
306,-3.3,345ed390-9c55-4f38-b189-38f310bdf008,18-01-2011 06:24
307,28.52,c6182b1f-7ed0-44e0-922a-a9293a9bbd13,29-04-2013 23:53
308,0.32,4efb2938-1116-496f-8413-334c306f40eb,12-09-2020 06:37
309,-3.08,8121dd08-16a3-43f4-9847-22bed579661e,27-08-2015 15:05
310,28.65,16923a16-5135-4215-b426-633c1865585c,19-06-2022 09:18
311,-2.22,dd633cc4-7923-4d7c-9a29-39a81fcc0038,26-12-2012 02:02
312,34.57,3c519898-b4b7-4880-93e7-12eccd3bea28,23-02-2011 19:54
